股票代码,股票名称,股票上市日期,股票上市地点,股票所属行业,每股收益,每股净资产,净资产收益率,总资产收益率,毛利率,净利率,营业利润率,市盈率（静）,市盈率（TTM）,市净率,市销率,股息率,营业收入增长率,净利润增长率,净资产增长率,净利润增速,资产负债率,流动比率,总资产周转率,存货周转率,应收账款周转率,每股经营现金流,现金流量比率
002331,皖通科技,,深圳,,-5016,-2.2,1,,-5.6551627332,-409.886520463025,23.2699503497,10176,55103,223,473,39.7839424408,0.343898539904,-3380,20100106,-3380,3756562343.67,425431749.0,-13.031483388000002,998,604,,
002332,仙琚制药,,深圳,,1975,2.42,1089,,-2.8642188605,-4.723254790591,55.3626544465,2864,2917,198,335,14.8020526088,2.501935269918,-2375,20100112,-2375,11375855959.0,989204866.0,13.7040299192,1450,830,,
002333,罗普斯金,,深圳,,6650,0.74,1,,15.868319037,-28.67213124793,12.6851600308,7249,8141,197,183,39.2636409555,0.498259192683,-2711,20100112,-2711,3705337152.0,674924800.0,3.9026935613,627,459,,
002334,英威腾,,深圳,,3250,4.13,1089,,-3.5061259701,13.005665736672,32.2979555579,2787,2656,268,692,45.0496058987,2.008451152945,5812,20100113,5812,7988873634.400001,813530920.0,5.5672121638,1102,531,,
002335,科华数据,,深圳,,9709,1.46,1089,,2.7313163953,-6.256586638481,30.1441375654,8496,8621,444,718,51.834850325,3.91783238511,-7533,20100113,-7533,26775759429.95,515414041.0,5.9046677204,5981,1826,,
002337,赛象科技,,深圳,,13552,0.5,1,,-13.2611712761,10.833578125677,24.6056173969,8654,8521,272,241,33.4423158596,0.282138086349,-1830,20100115,-1830,3443402137.5,588615750.0,4.0050614504,664,371,,
002338,奥普光电,,深圳,,20968,2.3,1089,,-1.1193230371,-9.511360004767,36.4865229153,19472,20472,955,405,30.8185343999,2.274291779583,8466,20100115,8466,12933600000.0,240000000.0,14.3817948811,5850,2421,,
002339,积成电子,,深圳,,-1768,-3.45,65,,46.769704766,24.408182801448,23.3117917084,13734,8442,250,254,48.4942597311,1.373607640592,-678,20100122,-678,4340234479.139999,504092274.0,-16.6830373747,1063,518,,
002340,格林美,,深圳,,1779,2.58,132161,,13.6672572625,12.099361112512,13.0801350081,3565,3383,182,328,65.1752585984,1.195207472392,-2127,20100122,-2127,36382523304.7,5124299057.0,6.321887396799999,777,537,,
002342,巨力索具,,深圳,,43581,0.38,65,,17.452224467,137.209560545504,18.0030335496,-17777,-20155,335,1031,54.7447642651,0.70589687549,6444,20100126,6444,8150400000.0,960000000.0,0.8202418688,968,285,,
002343,慈文传媒,,深圳,,51315,0.2,1,,4562.3025437513,148.032837061669,5.2524665585,13710,11369,416,992,40.7331365775,-1.046808080825,2418,20100126,2418,4160559249.36,474949686.0,1.0687969776,988,491,,
002344,海宁皮城,,深圳,,2534,0.71,1089,,-3.1562572973,1.048279760264,33.8617754484,6814,6767,72,144,34.8238444598,3.931513725314,-255,20100126,-255,6053952051.2,1282616960.0,27.8571930732,698,294,,
002345,潮宏基,,深圳,,2044,9.05,1025,,19.535120366,44.340350604274,23.8084914436,6993,4584,372,289,36.2994276622,1.454180124235,4835,20100128,4835,13540933654.68,888512707.0,8.1079946517,1818,393,,
002346,柘中股份,,深圳,,2450,5.42,1089,,-14.4887906094,196.81341350299,25.3561569494,9822,1935,276,183,35.5027635663,4.018585496503,-8112,20100128,-8112,7184432018.32,441575416.0,40.047144527,1777,652,,
002347,泰尔股份,,深圳,,-9893,-1.62,1,,16.2343316007,-95.509135669736,16.1697167799,26289,74914,325,881,48.8565950264,0.061608882105,-7244,20100128,-7244,3835737297.6,504702276.0,-3.7181600611,1329,339,,
002348,高乐股份,,深圳,,-6013,-3.3,1,,14.8213422476,-13.341529312262,20.0909317927,-6232,-6048,807,202,38.2316029921,-0.617007957411,7,20100203,7,3570944000.0,947200000.0,-28.2834270761,529,221,,
002349,精华制药,,深圳,,2607,2.38,1089,,-0.9788138245,-12.465375035151,51.8264967884,3051,3184,246,204,10.2208625983,1.038914516733,2220,20100203,2220,6488057780.56,829674908.0,19.672748224,926,627,,
002350,北京科锐,,深圳,,11762,1.03,65,,23.0973951526,243.4604606029,22.7724061633,10194,5874,244,328,40.809063164,0.799214751887,-2973,20100203,-2973,3996982056.87,542331351.0,2.818936134,809,465,,
002351,漫步者,,深圳,,3150,3.6,1089,,-3.0360786448,-6.525176534441,40.943777861,2866,2912,482,703,15.7161477331,1.283988032374,-4992,20100205,-4992,12874269360.0,889107000.0,17.5988782511,2016,882,,
002352,顺丰控股,,深圳,,2761,2.4,1089,,6.9005210828,16.873557518272,13.2974375176,2426,2351,268,64,50.0031912275,7.791405666545,6415,20100205,6415,246730084424.64,5039421659.0,3.3800079725,5069,3396,,
002353,杰瑞股份,,深圳,,2030,5.71,1089,,39.2062665711,14.043911624407,32.1911580274,1918,1812,231,139,39.6064909369,14.109006489637,2988,20100205,2988,50383945541.93,1023855833.0,18.4000975105,4940,2459,,
002354,天娱数科,,深圳,,28475,1.92,1089,,29.6401926595,453.666281017909,22.6939334818,-11405,-15347,1081,1486,31.3524772026,-4.484043740753,1369,20100209,1369,13451782716.6,1654585820.0,2.8693283611,942,246,,
002355,兴民智通,,深圳,,765,10.3,65,,7.7575555014,1829.51294328354,12.6077490425,2321,1350,300,499,50.9974196886,-1.888466116093,-7209,20100209,-7209,4139204568.0,620570400.0,60.3244358759,871,432,,
002356,赫美集团,,深圳,,-23733,-1.79,1025,,375.3138710697,53.930148699257,13.1317825312,-10866,-14843,849,569,26.9006064116,-2.18938778502,10000,20100209,10000,4746741366.02,1311254521.0,-3.5026867359,486,237,,
002357,富临运业,,深圳,,1313,4.09,1,,-6.0123440387,30.343774684749,18.4691401733,2842,2524,213,303,41.0889426957,2.87873104905,4019,20100210,4019,3473458518.88,313489036.0,33.8459851155,1197,474,,
002358,森源电气,,深圳,,3095,1.3,1,,23.3437314143,10.236597577096,21.9165553142,5880,5632,160,358,49.4276483625,0.156971548168,-2851,20100210,-2851,5215936640.97,929756977.0,6.1370735571,726,293,,
002360,同德化工,,深圳,,9961,0.55,1,,-19.3165460887,-75.756584974907,32.5818922535,-3070,-2072,109,345,56.6011384785,3.173501523074,-5273,20100303,-5273,2209758364.0,401774248.0,2.4005431044,642,395,,
002361,神剑股份,,深圳,,14164,0.53,1089,,3.6286108944,65.633422703008,12.0974303307,19981,17531,306,362,51.3547829676,0.334436182788,-1338,20100303,-1338,6723817230.83,951034969.0,1.8377012545,768,281,,
002362,汉王科技,,深圳,,-5594,-5.1,1089,,13.810504587,-11.660662730714,43.5622479982,-5761,-5467,584,761,36.6876952063,-2.616830968842,420,20100303,420,6346042610.16,244454646.0,-6.1608732671,3397,1457,,
002363,隆基机械,,深圳,,4725,0.88,1,,-2.5490263073,29.415902380607,9.3590037266,7561,6931,168,257,33.5024191752,0.538074193117,2854,20100305,2854,3551947964.52,416895301.0,3.2723719984,909,526,,
002364,中恒电气,,深圳,,15311,1.95,1089,,14.267392159,-30.188300841275,23.3523579993,13263,16319,607,1652,38.0714093459,1.286093960916,10000,20100305,10000,14539975968.0,563564960.0,5.3538418062,2580,585,,
002365,永安药业,,深圳,,-33620,-0.22,1,,-12.9629483599,-115.227221185663,9.7135313966,9509,20450,302,561,10.4462880612,2.728180420215,5877,20100305,5877,5873022225.0,294682500.0,-3.9110723492,3204,656,,
002366,融发核电,,深圳,,-27958,-0.66,1089,,-19.6295122024,-1798.62806300626,10.6311667498,-140219,-38360,373,777,36.9916713027,-0.329790182141,4698,20100312,4698,17167735530.0,2080937640.0,-11.7843008517,1018,296,,
002367,康力电梯,,深圳,,1670,5.01,1089,,0.0156524321,2.285229856085,29.4797164687,1682,1663,173,179,51.6462932543,1.266510426266,-4512,20100312,-4512,6007023283.68,797745456.0,9.7232998108,769,488,,
002368,太极股份,,深圳,,28313,0.31,1089,,-15.9554338644,-0.419396158009,28.2044182964,9638,9641,354,398,63.6227407532,4.078945465456,7796,20100312,7796,18416484501.3,623231286.0,1.1844472307,3315,1376,,
002369,卓翼科技,,深圳,,-4166,-18.36,1089,,6.9629452066,9.365662294669,4.5790571246,-2998,-3114,1685,2950,84.7232842218,-2.608102740726,3995,20100316,3995,6531336345.599999,566956280.0,-9.3952562453,1580,386,,
002370,亚太药业,,深圳,,-16364,-0.79,65,,-42.7299300166,-160.247041649941,31.351145684,14918,17353,532,1206,30.7545819132,-2.407329910154,3481,20100316,3481,5107822580.5,745667530.0,-12.0885324316,814,257,,
002371,北方华创,,深圳,,4371,4.95,1089,,37.903283475,38.802470764546,43.0156502414,4917,4558,861,162,49.9957743898,20.747857587762,-7016,20100316,-7016,276374126329.0,721603463.0,19.1031088146,40257,20524,,
002372,伟星新材,,深圳,,3260,5.32,1089,,-11.3276816441,-20.246976586824,40.4972929814,1855,1999,387,100,22.9283669855,1.267970250129,-1750,20100318,-1750,17671621666.8,1592037988.0,13.0791718146,1597,981,,
002373,千方科技,,深圳,,5424,1.5,1089,,-7.2067532784,1287.1178422742,31.1900738718,-1544,-1779,162,290,33.1263256527,2.343098926636,533,20100318,533,18409192704.75,1580188215.0,5.1909349067,1250,715,,
002374,中锐股份,,深圳,,-1477,-5.72,65,,-16.7863775485,-15.393642454312,15.6259674134,-1201,-1170,348,165,74.5665538854,-2.099833123829,-3550,20100318,-3550,3081994363.72,1085209283.0,-38.101479817,408,167,,
002375,亚厦股份,,深圳,,2038,0.83,1089,,-19.6700510077,2.783083156894,12.5646085582,1797,1786,68,102,60.6546028333,3.356523494265,-5231,20100323,-5231,5440385781.879999,1339996498.0,3.4595493588,487,296,,
002376,新北洋,,深圳,,9170,0.95,1089,,24.0407789124,114.598112805734,25.3281440223,14078,9985,181,405,28.3354867608,1.189931526258,-3104,20100323,-3104,6833042220.63,810562541.0,4.415736003899999,940,503,,
002377,国创高新,,深圳,,33602,0.47,1,,29.5247956817,137.342295630475,1.7611561262,-5026,-5827,624,332,56.7218627725,-4.582310571954,-3062,20100323,-3062,2941403895.21,916325201.0,1.9860800997,399,165,,
002378,章源钨业,,深圳,,7635,5.29,1089,,32.2726835996,2.537793729406,14.1385793131,10217,10051,812,2130,58.8097485771,0.306590633944,-8696,20100331,-8696,17576740453.58,1201417666.0,4.7879017189,1472,531,,
002379,宏创控股,,深圳,,-8189,-6.21,1089,,-13.8190480546,-539.636423202088,0.0219318808,-28021,-11468,1049,168,39.6818208484,-0.427826181181,-1503,20100331,-1503,19329717538.530003,1136373753.0,-8.1508563743,1718,452,,
002380,科远智慧,,深圳,,2680,2.76,1025,,14.6011515764,42.297667432518,39.1824139761,2592,2418,286,676,39.4612691034,2.676859328759,3313,20100331,3313,6527772852.8,239991649.0,14.2269488179,3084,1474,,
002381,双箭股份,,深圳,,2859,1.18,1,,12.8359578796,-47.910586816884,15.8934327635,1921,2273,136,180,41.7578224577,2.413396087903,-8172,20100402,-8172,2951009642.52,411577356.0,3.9712994384,798,561,,
002382,蓝帆医疗,,深圳,,2115,0.94,1089,,1.5852318705,177.863603886225,17.1669190697,-1462,-2416,81,182,41.6882473063,1.73796076729,2519,20100402,2519,6516127645.02,1007129466.0,5.5844984505,685,417,,
002383,合众思壮,,深圳,,-44314,-0.54,1089,,18.9657919884,84.2904607981,41.5200944254,-3618,-4632,479,771,41.9414337635,-2.872696747606,-4064,20100402,-4064,8040312912.299999,740360305.0,-2.2236266063,1191,547,,
002384,东山精密,,深圳,,5705,2.39,1089,,11.0711046623,57.547884773927,14.1327156047,9583,8308,505,580,58.2587631411,5.255007446333,5797,20100409,5797,104035307817.6,1831607532.0,5.307066091499999,6150,1839,,
002385,大北农,,深圳,,3465,1.56,1089,,2.3580359444,164.134206379481,13.8482522192,5385,2700,214,473,64.4174740911,0.590809481082,-2945,20100409,-2945,18619340186.45,4300078565.0,3.0882455058,520,371,,
002386,天原股份,,深圳,,15114,0.15,1089,,4.4226409641,73.462725679571,6.1395440573,-1495,-1511,92,203,62.2059415512,1.464586579952,-5863,20100409,-5863,6872696545.440001,1301647073.0,0.1771929697,546,351,,
002387,维信诺,,深圳,,-699,-21.16,1089,,4.7859821442,9.736775769769,-0.214533302,-593,-621,331,242,82.9704683458,-7.76027440764,-3278,20100413,-3278,14847863455.8,1396788660.0,-30.5488964359,1600,589,,
002388,ST新亚,,深圳,,4874,1.37,4,,-17.1384366768,210.404586351853,12.0920731277,-1107,-1152,264,371,53.0478747595,-0.473664514911,-7354,20100413,-7354,2614771712.0,510697600.0,0.4876978032,668,289,,
002389,航天彩虹,,深圳,,-2628909,-0.01,1089,,-20.4266151094,-100.741748065011,23.1510473115,29196,118774,322,358,19.9520823135,1.249254187491,-2516,20100413,-2516,25744338069.96,990929102.0,-0.1505630127,2775,1254,,
002390,信邦制药,,深圳,,4489,0.61,1089,,-8.9255097639,-29.886407385118,16.0827142422,7305,8838,111,167,22.3557148176,0.226922799788,-1080,20100416,-1080,7406075617.08,1943851868.0,3.7372155864,482,280,,
002391,长青股份,,深圳,,4917,1.0,1,,7.277477746,117.752916397173,13.3686210887,-3466,-4282,98,279,56.2189821176,2.045218787207,-2251,20100416,-2251,4157392320.0,649592550.0,2.0296838857,704,432,,
002392,北京利尔,,深圳,,1831,2.33,1025,,10.5355797614,49.348865693263,15.9704241277,2907,2570,170,297,38.9980956507,2.630305499176,4779,20100423,4779,9262018727.42,1190490839.0,7.5690446558,813,288,,
002393,力生制药,,深圳,,952,6.98,65,,-1.7635504028,235.036098473442,59.1560713321,3537,1536,130,380,15.3860736002,6.646187642871,1932,20100423,1932,6527667624.669999,257704999.0,47.2089747942,2877,1375,,
002394,联发股份,,深圳,,946,4.39,1,,-17.9295710558,274.117183173567,19.0271211061,1730,1036,82,582,24.2469054596,8.420162917856,548,20100423,548,3486249000.0,323700000.0,9.1510602238,1250,552,,
002395,双象股份,,深圳,,1930,9.41,65,,23.706547813,166.610240173589,18.4488640774,1099,933,347,363,37.6400290312,3.003766575506,1073,20100429,1073,5187162060.0,268209000.0,11.0621549406,2055,1245,,
002396,星网锐捷,,深圳,,4582,3.13,1089,,21.7563934033,69.322989850008,30.4574562942,4800,3952,287,384,43.0013956416,7.992192228182,-1660,20100623,-1660,19421649449.68,585695098.0,5.4974012123,3499,1308,,
002397,梦洁股份,,深圳,,7339,0.84,1,,-19.2244660351,13.865147599822,42.5063516024,11843,11288,247,366,51.1923949888,-0.397770923863,-1042,20100429,-1042,2946258885.42,747781443.0,2.9353701397000003,446,184,,
002398,垒知集团,,深圳,,2949,1.8,1,,1.3435191145,-9.071557585195,21.4986206657,7878,9090,109,580,36.5980677524,3.836661625436,-3329,20100506,-3329,3881010081.76,698023396.0,5.5133323945,666,314,,
002399,海普瑞,,深圳,,3134,1.28,1089,,1.5290805674,0.999692677313,27.3395589652,3036,3028,165,43,29.6695831733,2.605100336196,2389,20100506,2389,19632423209.52,1467296204.0,11.2009455855,1434,876,,
002400,省广集团,,深圳,,14421,0.52,1089,,16.0587696436,8.162104672708,6.7346769137,14682,14405,301,875,49.5466855449,0.87722233958,-2652,20100506,-2652,14818365588.0,1743337128.0,0.6540168577,1310,451,,
002401,中远海科,,深圳,,36505,0.59,1089,,-9.9704748412,-91.20862497431,13.6878331488,5624,28008,454,463,41.2450594291,2.728473063788,6830,20100506,6830,7176917576.4,371668440.0,1.2906257168,2312,1231,,
002402,和而泰,,深圳,,5296,7.28,1089,,19.2063124531,78.646803038723,19.1264185211,10284,7205,747,2851,53.1831124595,2.747810654704,9601,20100511,9601,37463902605.35,924806285.0,6.928130555000001,4210,860,,
002403,爱仕达,,深圳,,22722,0.36,1025,,-5.0836215385,-71.276556894588,32.3847033232,35531,1188271,324,384,65.1635475716,0.564127722216,221,20100511,221,5354838461.88,340638579.0,1.006314892,2443,625,,
002404,嘉欣丝绸,,深圳,,1910,2.45,1,,2.0368467061,2.063165462602,11.5094309936,2352,2337,202,314,38.6267294735,0.964446218335,-935,20100511,-935,3780347901.75,560051541.0,4.3112528188,750,459,,
002405,四维图新,,深圳,,-3702,-3.61,1089,,5.6154600256,12.683566388812,33.0282878627,-2101,-2191,271,439,22.8848954553,-0.541322860122,816,20100518,816,22995293495.8,2370648814.0,-17.8356772985,1179,652,,
002406,远东传动,,深圳,,5841,1.35,1025,,10.6548515003,2.93150277985,24.7552164778,5399,5329,161,1068,17.2141818711,1.761358849531,799,20100518,799,6389469467.5,730225082.0,7.9277581645,1073,464,,
002407,多氟多,,深圳,,15770,0.6,1089,,-6.6518090313,-16.547864630931,11.9954563505,-5248,-5081,197,526,56.6948562252,1.545775421212,3767,20100518,3767,16189882938.4,1190432569.0,0.8249778436999999,1480,911,,
002408,齐翔腾达,,深圳,,31923,0.2,1089,,-4.092134537,-83.336115463199,4.9036936667,46663,-17575,128,97,52.749988276,1.777644283213,-5663,20100518,-5663,14782786870.8,2842843629.0,0.238284582,625,414,,
002409,雅克科技,,深圳,,2757,2.84,1089,,30.8763537915,5.845177985188,28.4995595813,3293,3239,393,475,41.7799749792,6.163422348847,9233,20100525,9233,28698438983.4,475927678.0,12.6457424343,7410,4627,,
002410,广联达,,深圳,,5349,3.94,1089,,-5.3709679415,23.650696373173,87.7932657758,10132,8578,433,1116,35.9689543635,1.324697196584,10000,20100525,10000,25373865093.12,1651944342.0,9.1986719397,1610,866,,
002412,汉森制药,,深圳,,2548,3.07,65,,5.9121859085,-31.798476278678,76.7818916833,1586,1855,155,366,12.4107062,2.609454216912,2011,20100525,2011,3492208000.0,503200000.0,13.4692646613,725,490,,
002413,雷科防务,,深圳,,-9892,-1.22,1089,,9.772803484,37.265292933136,36.4291238089,-2082,-2221,243,502,28.6856773503,-0.747846506723,2041,20100528,2041,8244355071.28,1316989628.0,-6.747456447999999,660,331,,
002414,高德红外,,深圳,,15060,2.82,1089,,68.2378716659,906.854779706929,51.0212433302,-12186,-19173,835,312,34.4970421205,0.235007125629,2983,20100716,2983,54494592738.08,4270736108.0,9.3538249523,1368,572,,
002415,海康威视,,深圳,,2553,6.85,1089,,1.4776928837,11.714396089579,45.1923155878,2411,2298,368,74,31.0299877497,6.518545267499,1553,20100528,1553,288814443637.28,9233198326.0,15.020973287,3482,2401,,
002416,爱施德,,深圳,,3574,3.62,1089,,-34.6925147606,-43.978476767543,4.9430592845,2724,3886,277,260,46.5857562821,1.817484245,-3370,20100528,-3370,15838021480.679998,1239281806.0,1.0078489422,2091,841,,
002418,康盛股份,,深圳,,10260,0.88,1,,28.9139397316,434.098191205977,8.7675684702,-5236,-5842,359,890,46.7028196773,-0.222687771366,-86,20100601,-86,5147892000.0,1136400000.0,1.4952480854,537,187,,
002419,天虹股份,,深圳,,2318,3.69,1089,,-1.7894819601,-0.054571886964,36.3655693217,9294,9304,170,438,84.2606980971,1.109216957692,-3013,20100601,-3013,7129971275.0,1168847750.0,2.5658105938,654,387,,
002420,毅昌科技,,深圳,,4142,6.07,1,,15.9965756397,-51.094171778356,13.1330821579,3011,4855,468,458,74.79322948,-1.55407225497,3679,20100601,3679,2851695000.0,411500000.0,3.1037739484,750,459,,
002421,达实智能,,深圳,,-4432,-2.65,1089,,-26.8031313724,-1053.51050522287,24.7787755719,30398,-10898,239,520,62.0279125011,0.17194010474,-1081,20100603,-1081,7867357880.69,2120581639.0,-9.9328738965,476,227,,
002422,科伦药业,,深圳,,2612,2.56,1089,,-29.4162659701,-43.066727364046,48.6691868875,2079,2448,274,96,27.481730232,7.125150773362,7242,20100603,7242,61045638810.4,1598053372.0,15.0251240345,4030,2496,,
002423,中粮资本,,深圳,,1798,3.97,1089,,-0.7841175493,-53.890546017,32.9964070571,2519,13907,140,212,79.8301526512,3.345009992127,5292,20100603,5292,30483316757.25,2304105575.0,747.1181563108,2247,690,,
002424,贵州百灵,,深圳,,8412,1.62,1025,,-31.773711536,-40.734261762624,52.495789374,25938,-435000,268,354,52.2587109317,1.144017217621,2291,20100603,2291,8721014016.0,1397598400.0,3.5866440322,694,313,,
002425,ST凯文,,深圳,,24527,0.12,4,,19.7501007772,-39.306002269692,15.7002754602,-680,-677,120,291,12.3999287916,-0.940043670111,1957,20100608,1957,3587493997.5,956665066.0,1.2777978452,375,187,,
002426,胜利精密,,深圳,,-14402,-1.73,1089,,-0.5333277272,-355.453453221999,15.1796107335,-1655,-1533,500,1468,62.9084029361,-1.377910133292,4778,20100608,4778,12215427038.44,3402625916.0,-2.4606912032,444,163,,
002427,尤夫股份,,深圳,,36950,0.42,1,,7.4400555211,120.000359912241,9.4158671893,-28938,165584,835,257,63.6997488607,-2.066902545631,-4474,20100608,-4474,7794773266.07,985432777.0,0.9178287648,1123,275,,
002428,云南锗业,,深圳,,41458,1.51,1089,,52.0962540375,339.600852183592,23.9826243069,34590,21737,1258,1612,56.522712596,0.588103866747,268,20100608,268,18365734400.0,653120000.0,4.590208952899999,3002,1066,,
002429,兆驰股份,,深圳,,1909,3.97,1089,,-10.8945854831,-27.374947514837,16.8358221091,1576,1867,157,384,40.5384143216,2.20468423228,-172,20100610,-172,25260328587.06,4526940607.0,8.4946895234,636,397,,
002430,杭氧股份,,深圳,,2465,5.16,1089,,8.9190425832,9.610518020007,20.7322381233,2562,2450,252,150,56.1173649682,5.305576044537,-7211,20100610,-7211,23627184667.8,978351332.0,7.2981180893,2747,1621,,
002431,棕榈股份,,深圳,,-802,-17.95,65,,2.7667873355,24.731229158276,9.5978554734,-278,-295,316,349,91.5270742378,-2.038981013363,-982,20100610,-982,4387015361.3,1812816265.0,-16.9691093388,329,146,,
002432,九安医疗,,深圳,,1904,1.28,1089,,-33.4906344293,7.61972878257,70.4593275656,1215,1201,95,292,18.6567202512,38.652572034443,-6401,20100610,-6401,20275520103.0,474281172.0,54.7961345392,5166,3393,,
002434,万里扬,,深圳,,2055,4.7,1089,,2.6915941334,50.242307894584,16.9401732489,4737,3419,193,254,45.9731473245,1.084835477411,2810,20100618,2810,11367116000.0,1312600000.0,10.3185450873,946,455,,
002436,兴森科技,,深圳,,80564,0.19,1089,,13.7660315008,-62.242469798378,17.1965752882,-15232,-14131,596,1292,61.394321965,1.284797676876,-1362,20100618,-1362,30203199214.51,1699673563.0,-2.327343393,2000,802,,
002437,誉衡药业,,深圳,,3373,3.08,1089,,-7.0604077433,15.242758546713,48.9099058887,3493,3377,420,336,31.9718280271,-0.276292696608,-1549,20100623,-1549,8129758808.12,2245789726.0,11.2346389801,408,180,,
002438,江苏神通,,深圳,,2317,4.19,1089,,1.5246808923,4.71692628682,32.3320403602,2363,2310,194,269,40.3692268751,3.318326791783,4553,20100623,4553,6968489339.530001,507537461.0,13.881343720700002,1525,910,,
002439,启明星辰,,深圳,,326714,0.01,1089,,-30.5443690164,101.411295701667,58.7860640283,-9223,-18714,183,482,15.8483825881,3.723532079112,-1991,20100623,-1991,20872425532.15,1211400205.0,0.0066006861,2002,1219,,
002440,闰土股份,,深圳,,4545,0.51,1089,,2.2047565769,3542.85054089985,18.0994718279,4070,3342,94,337,14.9862100788,5.835626655627,-2269,20100706,-2269,8688519265.65,1123999905.0,3.8622251329,835,523,,
002441,众业达,,深圳,,1342,2.15,1089,,5.2424106971,-27.108491820492,12.8157500265,3149,4028,119,185,33.9937914965,3.186524417515,-5301,20100706,-5301,5331081932.11,544543609.0,4.110020981,1058,570,,
002442,龙星科技,,深圳,,2949,1.54,1,,6.0448645489,5.096765191609,9.3894960126,2373,2350,187,431,59.6134234704,1.424864015859,2163,20100706,2163,3371991095.1,503282253.0,2.6932100718,713,375,,
002443,金洲管道,,深圳,,3250,1.68,1,,-13.8374911017,-42.357286324083,10.6253341497,1866,2365,109,306,18.6273310796,3.736096433746,2542,20100706,2542,3758266454.4,520535520.0,3.3841347393000003,738,481,,
002444,巨星科技,,深圳,,1628,7.37,132161,,4.8735905727,6.625584705677,31.950277422,1799,1740,229,85,19.0585955918,9.694294451106,-1629,20100713,-1629,41448392915.4,1194478182.0,18.6861310799,3705,1994,,
002445,中南文化,,深圳,,5144,2.78,1089,,30.9278058475,524.44686810449,18.5944700462,10927,5775,280,404,20.2161233268,-1.008607561658,313,20100713,313,6274243881.84,2376607531.0,11.8377062036,294,161,,
002446,盛路通信,,深圳,,7546,1.01,1089,,-0.05096637,-27.047261086466,27.682792325,-1010,-998,304,768,32.7359669451,-0.745135940694,-8526,20100713,-8526,7569710657.48,915321724.0,8.800933497900001,836,516,,
002448,中原内配,,深圳,,1375,3.14,1,,13.7705564923,24.850439115937,27.7885329508,2992,2700,174,606,32.2066585026,3.525950425548,-1645,20100716,-1645,6101808029.02,588409646.0,13.0035454184,1087,484,,
002449,国星光电,,深圳,,12585,0.64,1089,,-9.3037531655,-56.312643898954,12.118407867,12002,31147,162,667,37.3409323635,2.285614603585,-3555,20100716,-3555,6184771690.0,618477169.0,1.461477214,1441,622,,
002451,摩恩电气,,深圳,,27493,0.74,65,,39.3200586782,-39.528263451481,7.6425948297,17571,22210,408,299,57.6186018037,0.521244590893,-3124,20100720,-3124,3140280000.0,439200000.0,1.13974726,815,484,,
002452,长高电新,,深圳,,2234,4.29,65,,0.3951617174,-13.120159011586,37.1669296883,1870,1996,190,296,28.3000606518,1.939226529593,2421,20100720,2421,4714523846.0,620332085.0,14.4293791274,919,631,,
002453,华软科技,,深圳,,-5756,-2.2,65,,-18.6199019772,7.600334354444,3.8778588376,-1819,-1831,513,563,37.2636574663,-1.507270341008,3578,20100720,3578,5231644291.440001,812367126.0,-22.6188047225,787,323,,
002454,松芝股份,,深圳,,1567,2.49,65,,13.0853016604,54.26668714952,18.4410312875,4284,3454,148,194,43.6581680648,3.637696541086,6976,20100720,6976,5845808880.0,628581600.0,8.5525716002,1020,512,,
002455,百川股份,,深圳,,2541,2.11,1089,,23.0674191306,17.882911934447,9.4662172977,3948,3728,237,582,81.324944089,0.505138423553,-4621,20100803,-4621,4290532384.86,594256563.0,0.0964975289,959,606,,
002456,欧菲光,,深圳,,-21555,-2.99,1089,,3.1503895907,-378.129004676356,10.00082435,80394,-52363,1229,1536,77.9659249176,-2.031254839414,-3220,20100803,-3220,46935602197.74,3357339213.0,-0.9840237466,1884,773,,
002457,青龙管业,,深圳,,15060,0.54,1,,-13.5442593752,-81.228506674401,29.1319152505,1516,1938,166,607,43.5286800396,3.321948551217,-3134,20100803,-3134,4058534356.0,333486800.0,0.7961048714,1698,764,,
002458,益生股份,,深圳,,83227,0.14,1089,,-3.9796505898,-96.635706358336,12.1392856034,2034,3133,239,296,42.3508534554,1.328710472826,-316,20100810,-316,10245383592.9,1106412915.0,0.3317288844,1098,728,,
002459,晶澳科技,,深圳,,-804,-9.79,1089,,-36.0097227913,-195.129645097321,-3.5256373931,-891,-652,171,180,75.913477742,2.417667641441,5990,20100810,5990,41470309871.62,3309681554.0,-10.9565828525,1970,905,,
002460,赣锋锂业,,深圳,,-7425,-1.29,1089,,-12.6472116709,30.13474217357,11.1374790404,-3804,-4276,196,357,58.5509406983,12.082843412977,1858,20100810,1858,78891431836.69,2017167779.0,-9.3290404667,4515,2475,,
002461,珠江啤酒,,深圳,,3788,1.48,1089,,10.6919185921,29.827356663459,45.0020289875,2936,2811,231,34,29.6392582794,1.462354905129,-1794,20100818,-1794,23793281160.0,2213328480.0,13.1641626616,1212,796,,
002462,嘉事堂,,深圳,,2310,1.06,1,,-37.1496105412,-38.903596181623,6.7791406077,2654,3249,99,116,54.5794716945,8.611301414412,1145,20100818,1145,4264758094.4,291707120.0,1.6060433681,1602,985,,
002463,沪电股份,,深圳,,3296,13.37,1089,,56.594868895,47.504936314983,35.1439479559,4287,3545,870,362,47.6957697969,4.368849165861,2709,20100818,2709,110917641568.75,1923983375.0,19.7591214009,5950,2308,,
